text,label
as a gardener i want moisture detecting sensors in the ground so that the sprinklers can automatically water as necessary,FR
as a gardener i want my home to notify me when it is time to water certian house plant so that the plants dont die,FR
as a gardener i want my water sprinklers to automatically water the plants at home so that the moisture in the plants is well maintained all the time,FR
as a gardener i want pest detection so that when raccoons and squirrels come to attack my plants they will be warded off,FR
as a gardener i want smart watering so that if i am outside water plant on some specific time,FR
as a gardener i want to water the plants automatically when the soil gets dry so that i can have all my plants fresh and healthy,FR
as a gardner i want it to run a lawn mower if the grass is getting too high and out of control so that the grass is maintained and looking nice,FR
as a github site user i need to see regular updates to the content on the github site,FR
as a github site user i want to see a consistent branding for fedspendingtransparencygithubio and the data broker,FR
as a github site user i want to see a logo for the data act so that i understand which communications are from the data act implementation team at large,FR
as a github site user i want to see the chosen data act logo on the site instead of the treasury logo,FR
as a github site user i want to see the graphictimeline of data act implementation on the homepage,FR
as a github site user i want to see the new layout in the new site plan on the homepage,FR
as a github site viewer i need to know what the different pieces of the data act implementation are and how i can get to them,FR
as a good worker i want i know when the shift work to me so that easy to maintain the working purposed without failure,FR
as a gov stakeholder i need an explanation and documentation for data acts design process,FR
as a government publisher i want to make it easy to prove that our published data is valid so that i can claim that we are living up to our transparency commitments,FR
as a grand parent i want an alarm to go off if anyone tries to open any door so that a child does not exit unattended and get lost or hurt,FR
as a grandmother who takes care of a 12year old grandson i want my smart home to notify me via my smart phone and shows me his picture when he opens the front door so that i know that he gets home safely from school,FR
as a grandparent i want my smart home to alert me when some one is watching inappropriate channels on tv so that i can control what the kids watch,FR
as a green citizen i want have an energy usage graph provided so that have a log of best use of energy and suggestions of settings that would save even more,FR
as a green person i want a shower that tells me when i have over exceeded the time limit of five minutes or whatever i set so that i can conserve water,FR
as a greenie i want solar pannels that are controlled by my network within the house so that they can tilt remotely to get the best angle for the sun to charge my batteries,FR
as a grocery organizer i want it to check the contents of the refirgerator and inform user if the milk is too old or when to get new food so that food can be thrown out when old or food can be bought when running out,FR
as a grocery shopper i want a monitor that tells me when im running low on certain foods so that i can shop for them before i run out,FR
as a grocery shopper i want a refridgerator that can scan items barcode when something is low to have it delivered to my door so that i can save time and money,FR
as a grocery shopper i want to be alerted when i am running low on specific common food items either in my fridge or cupboards so that i dont have to constantly update a grocery list but can rely on preprogrammed settings instead,FR
as a guest fan i want to have access to all information about games teams leagues statistics and results so that i do not need to search data in different sources,FR
as a guest i want the option to request room upgrades or special services during the booking process so that my stay is more enjoyable,FR
as a guest i want the option to sign up for loyalty programs through the reservation system so that i can enjoy benefits and discounts,FR
as a guest i want the system to provide recommendations for rooms based on my previous stays and preferences so that i can quickly choose the best option,FR
as a guest i want to access virtual tours of rooms and facilities so that i can make informed decisions about my booking,FR
as a guest i want to be informed of local attractions and transport options by the hotel so that i can plan my visit more effectively,FR
as a guest i want to be notified of local attractions and events by the hotel so that i can enjoy my stay to the fullest,FR
as a guest i want to book additional services like spa appointments or restaurant reservations so that i can plan my entire stay in one place,FR
as a guest i want to check the status of my reservation online so that i can be assured that my booking is confirmed and as requested,FR
as a guest i want to easily modify or cancel my reservation so that i can make changes to my travel plans when necessary,FR
as a guest i want to easily sign up for the hotels loyalty program during the reservation process so that i can start earning rewards immediately,FR
as a guest i want to filter hotel rooms by accessibility options so that i can book a room that meets my specific needs,FR
as a guest i want to filter search results by amenities price and ratings so that i can choose a room that best suits my preferences,FR
as a guest i want to leave reviews and feedback after my stay so that i can share my experience with the hotel and other guests,FR
as a guest i want to receive automated reminders about my upcoming stay so that i am prepared for my travel,FR
as a guest i want to receive confirmation emails after booking so that i have proof of my reservation,FR
as a guest i want to search for rooms based on my desired dates location and room type so that i can find accommodations that meet my needs,FR
as a guest i want to view and compare room prices for different dates so that i can plan my stay within my budget,FR
as a guest i want to view detailed policies regarding pets cancellations and additional charges so that i can make an informed booking decision,FR
as a guest i want to view photos and detailed descriptions of rooms so that i can make an informed decision before booking,FR
as a guest lecturer i want the ability to temporarily access the cms so that i can provide content for the duration of my course,FR
as a gun owner i want a selflockingcodelocked cabinet so that my guns are kept safe from small childrenother people,FR
as a gym member i want the app to notify me of personal bests and other significant achievements so that i can track my performance improvements,FR
as a gym member i want the app to recommend rest or active recovery days based on my workout intensity so that i can avoid overtraining,FR
as a gym member i want to follow structured workout programs for specific goals like weight loss or muscle gain so that i can achieve my desired results,FR
as a gym member i want to receive motivational messages and tips so that i stay inspired to reach my fitness goals,FR
as a gym member i want to track my hydration and nutrition alongside my workouts so that i can manage all aspects of my fitness regime,FR
as a gymgoer i want the app to notify me when i reach a fitness milestone so that i can celebrate my achievements,FR
as a gymgoer i want the app to provide me with progress reports so that i can visualize my achievements and areas for improvement,FR
as a gymgoer i want to be notified of new workout challenges or community events within the app so that i can participate and engage with other users,FR
as a gymgoer i want to easily log my workouts so that i can keep track of the exercises i perform,FR
as a gymgoer i want to receive notifications about upcoming gym events or classes so that i can take advantage of all my gym has to offer,FR
as a gymgoer i want to receive reminders to log my workouts if i havent done so so that i can maintain accurate records of my exercise,FR
as a head of household i want to be able to easily check if all doors in the house are locked via an app or voice command so that i can be sure my family and belongings are safe at night or when away from home,FR
as a head of the family i want my electronic items to be periodically noted as it might cause injury to my family members so that i can change it or service it at appropriate time make things for safety,FR
as a head of the family i want understand the health of my aging parents like bp sugar so that i can help them to keep their health properly,FR
as a health advisor i want to show the food calories vitamins etc in our family food taken so that i am aware of correct nutrition level,FR
as a health conscious consumer i want any room reminders so that notices for vitamins medicine or energy drinks schedules wont be missed,FR
as a health conscious person i want a screen in the kitchen that will choose healthy dinner recipes for my family on a nightly basis so that i dont have to make decisions on what to cook for dinner,FR
as a health conscious person i want an app that rings when my vitamins are due so that i dont miss them,FR
as a health conscious person i want my home to sync with my fitbit in order to prepare a mealdrink and adjust room temperatures so that when i return from a runexersize i will have a healthy meal ready and ill be comfortable,FR
as a health conscious person i want my medicine pill holder to notify me about the pill that are going to expire so that so that i can replace the old one and purchase new one,FR
as a health conscious person i want my medicine pill holder to notify me that new pills need to be purchased so that so that i can purchase new pills,FR
as a health conscious person i want my smart home to provide me with a daily report containing weight percent body fat heart rate respiration rate and blood pressure so that i can keep track of my health progress,FR
as a health conscious person i want to be notified by my smarthome of the present air quality in my home so that my family will have fewer respiratory issues and better overall health,FR
as a health couscous person i want my smart home to sense and inform small or tiny movable living things like mosquitoes termites so that so that so that we can take appropriate steps to discard them in order to free from material or health loss,FR
as a health enthusiast i want to recieve voice commands set to tell me how many calories my dinner can consist of so that i can meet my daily calorie consumption target,FR
as a health monitor i want increase the heart beat so that to ensure the health fitness,FR
as a health monitor i want it to monitor people with health problems so if something is wrong the medical emergency agents gets called so that people who might fall and cant get help will be able to get help or someone who passes out because a disease can get help fast,FR
as a health nut i want a medicine cabinent so that i can keep my medicine organized,FR
as a health nut i want a treadmill so that i can workout,FR
as a health nut i want something in the kitchen to track my weight and calorie intake so that i can keep in shape,FR
as a healthcare administrator i want the app to offer detailed reports and analytics so that i can monitor donation trends and outcomes,FR
as a healthcare professional i need the software to provide accurate patient diagnostics,FR
as a healthcare professional i want to be able to access patient information and medical history so that i can provide personalized care,FR
as a healthcare professional i want to be able to access training materials and resources online so that i can continue to improve my skills and knowledge,FR
as a healthcare professional i want to be able to add notes to patient medical records so that i can document important information and provide continuity of care,FR
as a healthcare professional i want to be able to easily communicate with patients about their appointments and medical conditions so that we can establish a good doctorpatient relationship,FR
as a healthcare professional i want to be able to request lab tests and scans so that i can diagnose and treat patients effectively,FR
as a healthcare professional i want to be able to review medical test results and prescribe medications online so that i can provide efficient care,FR
as a healthcare professional i want to be able to view and manage my appointment schedule so that i can plan my workday and avoid scheduling conflicts,FR
as a healthcare provider i want the app to reliably update with the latest health guidelines for donors so that i can ensure donor safety,FR
as a healthcare provider i want the system to alert me to abnormal patient test results so that i can take timely action,FR
as a healthcare provider i want to access clinical guidelines and protocols through the system so that i can ensure im providing care that aligns with the latest standards,FR
as a healthcare provider i want to access continuing education and training resources through the system so that i can stay updated on medical advancements,FR
as a healthcare provider i want to be able to access patient information and medication history so that i can make informed decisions about prescribing medications,FR
as a healthcare provider i want to be able to receive alerts if a patient has not picked up their medication or has reported any issues with their order so that i can follow up with them as needed,FR
as a healthcare provider i want to easily document patient encounters so that all relevant information is accurately recorded,FR
as a healthcare provider i want to quickly document patient interactions and treatments so that records are kept uptodate,FR
as a healthcare provider i want to remotely access my patients glucose readings so that i can provide better care management,FR
as a healthcare provider i want to use voice commands to enter data into the system so that i can save time on documentation,FR
as a healthcare provider i want to view a patients entire medical history in one place so that i can provide informed care,FR
as a healthy person i want a home that monitors my gym membership activity and reminds me to work out so that i can stay motivated to work out,FR
as a healthy person i want exercise to turn to electricity so that i can contribute,FR
as a high net worth individual i want the banking system to offer exclusive benefits and services such as personalized investment advice and premium credit cards so that i can make the most of my financial resources,FR
as a hiking enthusiast i want my home to keep track of the data from my heart monitoring system so that me or anyone at home can access that information,FR
as a hippie i want a tiny toy train that gathers up my recyclables and sorts them for me like a coin sorting machine so that i can recycle easily,FR
as a hobbyistwoodworker i want a home that allows me to organize my tools and propose work ideas so that i can benefit in my projects,FR
as a hockey fan i want my smart home to play my teams goal home when they score so that i can immerse myself in a full home sports experience,FR
as a holiday lover i want my house to turn off christmas decorations at night when i do to sleep so that i dont have a fire or waste energy,FR
as a home assistant i want my bathroom mirror sink and shower to autoclean each day so that i dont have to do it and this will allow me more time for other things,FR
as a home assistant i want my tv to provide me with a list of options based on my preset and prioritized preference and automatically beep and change to the best show for me at that time so that i dont miss any of my favorite shows and i dont have to spend time manually scrolling through a list of somewhat static options everyday,FR
as a home chef i want a smart kitchen so that it automatically creates a grocery list based on what i use from my fridge freezer and pantry,FR
as a home chef i want automatic cabinets so that my small appliances can be raised and lowered automatically as needed,FR
as a home cook i want stove fans to come on automatically so that the level of smoke from cooking is maintained,FR
as a home cook i want the oven to set the temp if i am preparing a meal from an app or using smart device so that i will not forget and it will be ready when i get all the ingredients together,FR
as a home gardener i want my smart home to sense when the soil in the front and back yards are are dry so that it can turn on and off the watering system according to specified seasons and temps to save water and energy,FR
as a home gardner i want my smart home to monitor the moisture levels in the soil throughout the yard and water only the plants that need it using water from a rain barreil system so that no plant gets water unless it needs it,FR
as a home guard i want my home to blink a red bulb whenever someone is starring for more then one minute to the home so that i can closely monitor who is keeping eye on me or my home,FR
as a home i want watering system to get info from local weather stations so that lawn watering can automatically adjust itself to local conditions and conserve water,FR
as a home maker i want i want to understand the temperature and blood pressure of my family members so that which would help me to understand their mood swings,FR
as a home maker i want the temperature of the house to be maintained and as well inform on the temperature outside so that my family people health is kept at control,FR
as a home maker i want to stop the burner so that complete the cook then stop the burner automatically,FR
as a home man i want water should be automatically supplied to palnts so that save time,FR
as a home occupant and parent i want motion sensors near staircases so that i will know if the baby gets too close,FR
as a home occupant i want a air status indicator so that to constantly assess the quality of my air,FR
as a home occupant i want a back door that will warn me when someone approaches within 15 feet of my door so that i can know if someone is approaching my house ahead of time,FR
as a home occupant i want a bath tub that can sense the present temperature of the water in it so that one can see if the tub is too hot or to cold and alert me accordingly,FR
as a home occupant i want a bathroom that automatically heats up when the humidity rises and after showers to dry the air and bathroom contents so that my towels and the bathmat can be dried after i use the shower also prevents mold from growing,FR
as a home occupant i want a bathtub that fills to a predetermined water level so that i dont use an excess of water,FR
as a home occupant i want a bidet in every bathroom and an alert if someone has a bowel movement without using it thoroughly so that i am sure everyone has a clean buttocks area,FR
as a home occupant i want a big tv in the attic that can move into whatever room im in so that i could watch tv at any room,FR
as a home occupant i want a built in noise machine with many different sounds so that i can hear any type of noise id like from anywhere in the house,FR
as a home occupant i want a built in siri like assistant so that i can easily organize all events without having to keep up with a planner and ask random questions to,FR
as a home occupant i want a buzzer to let me know when people are on my lawn so that i will know if any strangers are approching,FR
as a home occupant i want a cat house that automates feeding and give me updates through an app on my phone with webcam monitoring so that i dont have to pay for a cat babysitter whenever i go on vacation,FR
as a home occupant i want a closet that straightens up the coats as we throw them in there so that it is more tidy,FR
as a home occupant i want a coaster that keeps my beverage cold as if there was ice in it so that it can stay cold and i wont waste more water by refilling with ice,FR
as a home occupant i want a coffeepot that automatically makes coffee at 5am adds sugar and cream so that i can wake up to a nice cup of coffee,FR
as a home occupant i want a computer program that hooks to an outdoor camera and makes a popup appear on my pc screen when someone comes to the door so that i can know who is at the door and decide if i want to answer or not,FR
as a home occupant i want a cooling blanket so that warm summer nights are relieved by wrapping yourself in a blanket to cool down,FR
as a home occupant i want a cross platform app that acts as a remote control for all lighting and the thermostat so that i can turn on lights in other rooms before i enter them or change the temperature in certain rooms before i occupy them,FR
as a home occupant i want a device that can be tagged to keys pets phones etc so that if they are missing i will be immediately informed and be able to locate them,FR
as a home occupant i want a device that greets and welcomes guests at the doorstep so that our guests would feel humbled by its gesture,FR
as a home occupant i want a device that heats the roof of the house to melt snow so that if there is ever a large snowstorm i dont run the risk of my roof colapsing,FR
as a home occupant i want a device that monitors basic health information when i am at home so that i may be aware of any changes,FR
as a home occupant i want a device that monitors the last time someone did a chore so that i dont have to keep track of it,FR
as a home occupant i want a device that organizes the kitchen items and gives an alarm or places the order when it falls below the limit so that i benefit of not forgetting to stock the fruits and vegetables,FR
as a home occupant i want a device that tells me what devices are taking up the most energy so that i dont waste energy,FR
as a home occupant i want a device that will style my hair for me so that my hair will look great all the time,FR
as a home occupant i want a device to wash stove and tables so that i wouldnt have to wash,FR
as a home occupant i want a device which automatically monitors and sweeps the floor so that so that my floor remains clean,FR
as a home occupant i want a doorbell camera let me to see and talk to the visors at front door so that can save time,FR
as a home occupant i want a doorbell that video records who is outside of my house so that i can see who is outside before answering the door or when i am not home,FR
as a home occupant i want a energy consumption detector so that i can see whoever is using too much energy,FR
as a home occupant i want a feature in the fridge that states when we are running low on items so that i would know when to buy more,FR
as a home occupant i want a feature that will scan my toothbrush and remind me when to replace it so that i wont forget,FR
as a home occupant i want a feature tied to my dishwasher andor washing machine with an ability to run the machines automatically during low usage times so that i pay lower water bills,FR
as a home occupant i want a feature to locate commonly misplaced items phones glasses wallets keys so that i can easily locate them,FR
as a home occupant i want a feautre to take the humidity out of the air so that it is refreshable breathable air,FR
as a home occupant i want a fireplace that starts itself automatically when appropriate so that i dont have to deal with wood and opening an open flame to my living room,FR
as a home occupant i want a floor feature that sucks up loose debris intov vents in the wall so that i never have to vaccum again,FR
as a home occupant i want a food device that organizes food portions andor calories so that i can maintain a healthy weight and lifestyle,FR
as a home occupant i want a freezer that adjusts temperature based on room temperature so that it can sometimes work less to save more energy if the room temp is cooler at times,FR
as a home occupant i want a freezer that has an alarm that goes off if the power isnt working so that i will know in time to save my stuff,FR
as a home occupant i want a fridge that can heat different compartments at different temperatures so that i can use my fridge for many scenarios,FR
as a home occupant i want a garage that is warmed to the level of the interior of the house so that i dont freeze in the winter,FR
as a home occupant i want a garbage can that permanently masks the smell of garbage by deodorizing so that it smells nice,FR
as a home occupant i want a health monitoring system that can detect my blood pressure and other critical health factors so that i can take precautionary measures to live a better and healthier life,FR
as a home occupant i want a laptop that opens most used programs every time it is turned on so that i can save time,FR
as a home occupant i want a location finder for items so that i can find whatever important i need whenever i forget,FR
as a home occupant i want a low flow toliet that automatically flushes when someone walks away so that it saves water and you never have to manually flush again,FR
as a home occupant i want a machine mounted on the ceiling next to the air vent to filter out the dirty air so that i can breathe pure clean air,FR
as a home occupant i want a machine operated bed so that i could move around while in bed,FR
as a home occupant i want a machine that has washdry cycle in the same machine so that i dont have to take out my clothes to put from the washer to the dryer,FR
as a home occupant i want a machine to tell me what allergens are in my home so that i can stay healthy,FR
as a home occupant i want a monitor for the front door so that i dont have to get up for those annoying witnesses or charity drives,FR
as a home occupant i want a monitor that eliminates unwanted insects so that bugs stay out of my home,FR
as a home occupant i want a notification when water level is low on my hot tub so that i can fill it up before it turns off,FR
as a home occupant i want a panel that will let me know which devices are currently using energy but are not being used such as lights so that i can save money and energy,FR
as a home occupant i want a panel that will list how much battery power all of my smart home devices currently have available so that i know when my smart home devices need to be charged,FR
as a home occupant i want a panel to let me know if someone is trying to breach into my computer so that i can prevent hackers from getting into my computer,FR
as a home occupant i want a program to search and download movies on its own when i ask it to so that so that i dont have to do it,FR
as a home occupant i want a programmable wall so that i can change a scenic view at a moments notice,FR
as a home occupant i want a radio that i can talk to to play specific artists so that i do not have to use my smartphone to do this,FR
as a home occupant i want a refigerator that can tell me when my store bought food will expire so that to reduce possible contamination and negating having to check,FR
as a home occupant i want a remote activated package slot with camera that mailmen can use to drop packages in mailman can press a button which video calls my phone if i can confirm that it is the mailman ill remotely open the package drop for mailman to place package in so that i dont need to worry about packages getting wet or stolen if i am not home to receive them,FR
as a home occupant i want a robot cleaner so that i will not need to wash the floor and sweep myself,FR
as a home occupant i want a robot that can prepare meals for me so that i dont have to waste time cooking,FR
as a home occupant i want a robot to clean windows so that i dont have to risk hurting myself to wash windows in dangerous places,FR
as a home occupant i want a robot to make me meals so that i dont have to cook my own,FR
as a home occupant i want a rotating closet rack so that i just think it would be cool,FR
as a home occupant i want a securty system that automatically locks doors and windows after a certain time of the day so that i can keep intruders out of my house when im not there or im sleeping,FR
as a home occupant i want a self cleaning shower and toilet so that i can save time in cleaning,FR
as a home occupant i want a self cleaning toilet so that i dont have to clean the toilet,FR
as a home occupant i want a self closing toilet with a lock so that i dont sit in the water and toddlers cant get in to play,FR
as a home occupant i want a self cooling oven so that no one would ever burn themselves on its outer surfaces even when its in use,FR
as a home occupant i want a self mowed lawn so that i can relax on sundays,FR
as a home occupant i want a self sustaining greenhouse so that my plants will always be taken care of and watered properly,FR
as a home occupant i want a selfcleaning smart bidet so that i can stay fresh save the environment and never have to clean the toilet again,FR
as a home occupant i want a selfloading dishwasher so that i can save time when its mealtime,FR
as a home occupant i want a sensor for my house piping system that detects chokes and calls up my plumber so that i dont need to worry about the drain choking at home,FR
as a home occupant i want a sensor in the fridge so that it will detect any rotting food or food with bacterium in it so i know to avoid eating it,FR
as a home occupant i want a sensor in the refrigerator that light up the container if food starts going bad so that so that there will be no sickness,FR
as a home occupant i want a setting that will turn off all lights when movement is not detected in a room so that i can save on electricity,FR
as a home occupant i want a shower feature that remembers my favorite temperature and automatically sets the correct temperature so that i can take a nice shower,FR
as a home occupant i want a shower that automatically self sprays with an anti mildew solution after i exit the shower so that i can clean it less often and prevent mildew growth,FR
as a home occupant i want a siri like feature where my house can google things so that i can have a talking house,FR
as a home occupant i want a smart chair recliner that will wake me when i go to sleep so that ill get up and go to bed when its time,FR
as a home occupant i want a smart closet that keeps track of what i wear and chooses outfits for me so that im always looking sharp and dont wear the same outfits all the time,FR
as a home occupant i want a smart clothes dryer so that it will shut off when the clothes are dry not when the timer goes off,FR
as a home occupant i want a smart coffee machine so that my coffee will be ready in the morning when i ask it to be without having to deal with making it myself,FR
as a home occupant i want a smart device that sends out photos of person who enter through the main gate so that i would know who have come to home while we are away,FR
as a home occupant i want a smart driveway so that it will heat up to melt away any snow or ice,FR
as a home occupant i want a smart dryer so that it can detect when clothes are shrinking shut itself off and alert me,FR
as a home occupant i want a smart home that features usage statistics that can calculate electric and water output according to room so that i can keep track of my energy usage,FR
as a home occupant i want a smart home that has motion sensors that i can program to trigger musiclightingaudio reminders when i enter a certain room so that i can benefit from the convenience of not having to turn things on manually and also to remember why i go to certain rooms in the first place,FR
as a home occupant i want a smart home that have controls that allow me to trigger appliances in the kitchen from my bedroom so that when i wake up i can start the coffee or boiling kettle when i turn off my alarm clock,FR
as a home occupant i want a smart home that responds to my voice when i ask for weather and traffic updates by relaying the information through a humanlike voice so that i can automatically know how much time i have to get to work and what to wear,FR
as a home occupant i want a smart home to remind me to take my vitamins and track when i have taken them so that i can be reminded to take my vitamins or ask if ive already taken it,FR
as a home occupant i want a smart home to send me a text via my smart phone when it is time to change ac and heaters filters so that i can change them on a timely manner,FR
as a home occupant i want a smart maid that cleans up after messes that are made so that i dont have to do my own cleaning and messes that im not even aware of are taken care of,FR
as a home occupant i want a smart outdoor water system that automatically switches between cisternsrain barrels gray water system and utility supply depending on what is available so that i can easily use less towncity supplied water,FR
as a home occupant i want a smart power system so that so that my home saves energy,FR
as a home occupant i want a smart refrigerator so that food can be ordered at the store when it runs out or expires and can notify me,FR
as a home occupant i want a smart shower so that i can push a button and it will recognize who i am and adjust to my preferred temperature,FR
as a home occupant i want a smart thermostat that bases the temperature on the temperature near me so that i can maintain a perfect temperature,FR
as a home occupant i want a smart toilet so that i can be notified about different healthrelated things such as when im dehydrated,FR
as a home occupant i want a smart touchscreen tv implanted in the wall of each room so that i can control each room uniquely and separately if i want to play music in that room or watch a show i can etc,FR
as a home occupant i want a smart tv that can recognize its viewers face so that it will automatically go to a favorite selected channel for the main viewer watching,FR
as a home occupant i want a smart washer and dryer combination machine that keeps the clothes fresh until i take them out so that i dont have to remove them right away or let them get wrinkled again,FR
as a home occupant i want a smart washing machine that turns on automatically or by remote command so that the clothes are washed and ready to be placed in the dryer by the time i get home from work,FR
as a home occupant i want a smart water heater so that it will alert me when it needs maintenance and also adjust water temperature for times when the house is empty,FR
as a home occupant i want a smarter air conditioning and heating system so that my temperature is monitored and not necessarily just the room im in,FR
as a home occupant i want a sophisticated shower that controls temperature light water pressure etc and responds to voice commands so that the shower can be the most relaxing part of the day,FR
as a home occupant i want a sound recorder to turn on automatically when i am asleep so that i can hear if i snore or talk in my sleep,FR
as a home occupant i want a speaker at the door that asks a person to name himself before he rings the door bell so that i dont need to always see through the peephole,FR
as a home occupant i want a speaker system that turns on automatically when im in the shower and turns off when im done using it so that i can listen to my favorite music while showering,FR
as a home occupant i want a stove that can cook multiple items at different temperatures at the same time so that i can prepare a meal and save time,FR
as a home occupant i want a stove that has voice comand settings so that can save time whilst i prep,FR
as a home occupant i want a stove that responds to voice commands so that i can preheat the oven without having to do it manually,FR
as a home occupant i want a stove the will move the racks automatically so that i dont have to move them myself,FR
as a home occupant i want a surveillance system that records movement outside my house and uploads it to my home server so that i can see any potential intruders,FR
as a home occupant i want a system that will turn on sprinklers and automatically open windows and drop down ladders in the case of a fire so that my family can quickly evacuate,FR
as a home occupant i want a television playlist to automatically be generated from my streaming services based on likes and recommendations so that view a sequence of shows i enjoy and will enjoy without lifting a finger,FR
as a home occupant i want a thermostat that flucuates with the peak levels of electricity use and regulates itself so that i save on energy costs,FR
as a home occupant i want a thermostat that regulates the temperature inside the house and turns off when needed so that it cuts down on energy costs,FR
as a home occupant i want a thermostat that senses when i arrive home so that so that the house will be automatically cooled or heated to the perfect temperature when i arrive,FR
as a home occupant i want a toilet that will use less or more water depending on if i go number 1 or number 2 so that i can have a lower water bill,FR
as a home occupant i want a touch screen calendar built into the wall so that i can easily track my schedule without paper pens markers or messy dry erase markers,FR
as a home occupant i want a trash can that will automatically sort and bag trash recycling and compost so that we can practice conservation with minimal effort,FR
as a home occupant i want a tub that can sense how much water is in it and shuts off at a certain level so that my children dont accidentally over fill the tub and cause a flood,FR
as a home occupant i want a tv that remembers what each family member likes so that i see my favorites not the kids,FR
as a home occupant i want a virtual inventory of my closet and daily suggestions for outfits from paid fashionistas online so that i know what to wear every day,FR
as a home occupant i want a voice activated remote for the tv that can change channels using your voice or beep when misplaced so that if it gets lost in the room you can still use it by saying a channel number or using the locator,FR
as a home occupant i want a voice activated warning when the energy cost is more than certain amount so that i can tell everyone to be careful with their use of energy,FR
as a home occupant i want a wall that can change scenery so that i can always be surrounded by elements that appeal to me no matter what the weather is outside,FR
as a home occupant i want a washer and drier that text me as soon as theyre done so that i can do the laundry more quickly and efficiently,FR
as a home occupant i want a washer that you can set a timer to start when you are ready so that i can have the load start right before i get home so that it doesnt have to sit all day,FR
as a home occupant i want a washerdryer combo that will be controlled by my phone or mobile device to do my laundry at set times so that i wont have to worry about it,FR
as a home occupant i want a water guage so that i can keep track of how much water has been used that month,FR
as a home occupant i want a way to track each family members energy use so that we can compete to use the least,FR
as a home occupant i want a weather station that reports the weather right from my own yard so that i can keep track of fluctuations in conditions from anywhere,FR
as a home occupant i want ac automatically maintain the perfect temperature by calculating past usage patterns so that can be save on energy costs,FR
as a home occupant i want adjust temperature in room based on my location if near turn on heatercooler if far from home turn of so that cut energy cost,FR
as a home occupant i want air chemical detection system so that i know what is in the air especially when home renovation is happening,FR
as a home occupant i want air conditioner so that it will manage home temperature level,FR
as a home occupant i want air purifier so that the air is always clean,FR
as a home occupant i want air purity controller so that it detects pollution and sensors get active,FR
as a home occupant i want alarm clock so that i can choose from a variety of different sounds that would play in the mornings at a specific time this alarm clock would also contain specific features that would force me to wake up,FR
as a home occupant i want alarm clock to turn the light lights on slowly increasing the amount of light so that am woken up slowly,FR
as a home occupant i want alarm systems on doors to alert me if a door is unlocked after 9pm so it can remind me to lock it so that i feel safe and burglars do not have an easy way in based on my mistake,FR
as a home occupant i want alarm to tell me when air con filters need changing so that inside air is better and use less energy,FR
as a home occupant i want alert system for washer and dryer so that i can be alerted to a load finishing no matter where i am in the house,FR
as a home occupant i want all electronics computers etc to shut down or sleep after a certain hour so that i am not wastin electricity and i am prolonging the life of my electronics,FR
as a home occupant i want all the doors in the house to be under surveilance if no one is home so that if someone breaks in it could send me an alert and have video evidence of an intruder,FR
as a home occupant i want all the rooms to have a humidifier that works with the heating and cooling system so that energy can be saved the air in my home will be cleaner and to suck up excess moisture in the home,FR
as a home occupant i want all water temperatures to be preprogrammed and controlled by a voice sensor so that the temperatures are safe for children to use,FR
as a home occupant i want an alarm feature that has pressurse sense windows so that i can ensure the protection of my home,FR
as a home occupant i want an alarm for the main doors so that i am notified when a door is left unlocked after a period of time,FR
as a home occupant i want an alarm that goes off that lets me know when an emergency is taking place on a panel within the house so that i can react to whats going on in my surroundings,FR
as a home occupant i want an alarm that will sound my room really loud so that i can wake up on time regardless of how i feel,FR
as a home occupant i want an alarm to go off when my dog stands by the door for more than 5 seconds so that i can avoid accidents,FR
as a home occupant i want an alert system so that i can be reminded when my favorite shows are on,FR
as a home occupant i want an alert that lets me know when ive left the oven on when not in use so that i can prevent a fire and save energy,FR
as a home occupant i want an alert that lets me know when the refrigerator is left open so that i can save energy,FR
as a home occupant i want an alert to my phone when a package is left on my doorstep so that i know to pick it up and will know if it goes missing,FR
as a home occupant i want an alert when my dog is standing by back door so that i know that i need to let them out,FR
as a home occupant i want an alert when someone drives up to my house so that i can put the dogs out back and dont have to listen to all the barking,FR
as a home occupant i want an alert when there is smoke in the house so that i can get out,FR
as a home occupant i want an app to control the shadesblinds on my windows so that i can control them easily at home or while im out incase i forgot to close one,FR
as a home occupant i want an app to unlock doors so i can let guests in even if im busy elsewhere so that so if im busy people dont have to wait for me ie in the shower,FR
as a home occupant i want an automated wake up call to my cell phone so that it can get me up and have the coffee start to brew temperature adjusted car started etc to save time in the morning getting ready for work,FR
as a home occupant i want an automatic air conditioner that would detect when i am nearly home and automatically turn on so that the house is already comfortably warm or cool when i enter it,FR
as a home occupant i want an automatic clothes washer so that it can start on its own on a set schedule,FR
as a home occupant i want an automatic door lockunlock application so that i can unlocklock doors with a touch,FR
as a home occupant i want an automatic fireplace lighter so that i do not have to waste time with matches,FR
as a home occupant i want an automatic garage door opener so that its easier and safer to get in and out,FR
as a home occupant i want an automatic germs and dust cleaner so that my house is free of germs and dust,FR
as a home occupant i want an automatic pet feeder so that i wont have to take note of the time my pet last ate,FR
as a home occupant i want an automatic shower cleaner so that i do not have to clean the drain and shower,FR
